Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-123.32,48.41,VICTORIA GONZALES CS,1018611,11/19/2020,2020,11,19,,9,,5.5,,7.2,,10.8,,0,,,,,,0.2,,,,24,,48,
-123.32,48.41,VICTORIA GONZALES CS,1018611,11/20/2020,2020,11,20,,9.3,,5.8,,7.6,,10.4,,0,,,,,,0.8,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,11/21/2020,2020,11,21,,9.2,,3.4,,6.3,,11.7,,0,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,11/22/2020,2020,11,22,,6.4,,4.1,,5.2,,12.8,,0,,,,,,1.8,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,11/23/2020,2020,11,23,,9.3,,5,,7.1,,10.9,,0,,,,,,4.2,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,11/24/2020,2020,11,24,,9.9,,5.4,,7.6,,10.4,,0,,,,,,3.8,,,,27,,55,
-123.32,48.41,VICTORIA GONZALES CS,1018611,11/25/2020,2020,11,25,,9.7,,5.7,,7.7,,10.3,,0,,,,,,1.2,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,11/26/2020,2020,11,26,,8,,5.2,,6.6,,11.4,,0,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,11/27/2020,2020,11,27,,8.9,,6.8,,7.9,,10.1,,0,,,,,,3.6,,,,28,,46,
-123.32,48.41,VICTORIA GONZALES CS,1018611,11/28/2020,2020,11,28,,10.4,,4.9,,7.6,,10.4,,0,,,,,,0,,,,25,,43,
-123.32,48.41,VICTORIA GONZALES CS,1018611,11/29/2020,2020,11,29,,9.1,,4,,6.5,,11.5,,0,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,11/30/2020,2020,11,30,,9.9,,6,,7.9,,10.1,,0,,,,,,9.2,,,,25,,102,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/1/2020,2020,12,1,,8.4,,2.9,,5.7,,12.3,,0,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/2/2020,2020,12,2,,8.6,,3.3,,6,,12,,0,,,,,,0,,,,1,,45,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/3/2020,2020,12,3,,,M,,M,,M,,M,,M,,,,,,M,,,,M,,M
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/4/2020,2020,12,4,,11.2,,4.5,,7.9,,10.1,,0,,,,,,0.6,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/5/2020,2020,12,5,,10.9,,4.7,,7.8,,10.2,,0,,,,,,0,,,,1,,38,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/6/2020,2020,12,6,,10.9,,6.1,,8.5,,9.5,,0,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/7/2020,2020,12,7,,9.4,,7.6,,8.5,,9.5,,0,,,,,,2.8,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/8/2020,2020,12,8,,9.5,,8.1,,8.8,,9.2,,0,,,,,,18.2,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/9/2020,2020,12,9,,10,,5.4,,7.7,,10.3,,0,,,,,,0.2,,,,26,,42,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/10/2020,2020,12,10,,6.4,,4.7,,5.6,,12.4,,0,,,,,,0.8,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/11/2020,2020,12,11,,8.5,,3.5,,6,,12,,0,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/12/2020,2020,12,12,,7.3,,3.3,,5.3,,12.7,,0,,,,,,0,,,,9,,33,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/13/2020,2020,12,13,,6.9,,4.8,,5.8,,12.2,,0,,,,,,5.2,,,,13,,59,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/14/2020,2020,12,14,,10.5,,5.7,,8.1,,9.9,,0,,,,,,1.4,,,,27,,35,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/15/2020,2020,12,15,,9.1,,6.1,,7.6,,10.4,,0,,,,,,3.6,,,,25,,47,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/16/2020,2020,12,16,,8.6,,7,,7.8,,10.2,,0,,,,,,3,,,,13,,69,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/17/2020,2020,12,17,,10.1,,6.2,,8.1,,9.9,,0,,,,,,6,,,,23,,66,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/18/2020,2020,12,18,,8.6,,6.3,,7.4,,10.6,,0,,,,,,8,,,,26,,65,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/19/2020,2020,12,19,,8.4,,6.7,,7.6,,10.4,,0,,,,,,15.8,,,,26,,82,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/20/2020,2020,12,20,,11.8,,6.5,,9.1,,8.9,,0,,,,,,0.4,,,,26,,82,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/21/2020,2020,12,21,,7.1,,0.2,,3.7,,14.3,,0,,,,,,,M,,,35,,54,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/22/2020,2020,12,22,,7.2,,2.1,,4.7,,13.3,,0,,,,,,0.4,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/23/2020,2020,12,23,,6.4,,1.2,,3.8,,14.2,,0,,,,,,0.2,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/24/2020,2020,12,24,,4.6,,0.2,,2.4,,15.6,,0,,,,,,,M,,,36,,31,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/25/2020,2020,12,25,,7.8,,2.9,,5.3,,12.7,,0,,,,,,2.4,,,,14,,44,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/26/2020,2020,12,26,,8.2,,6.2,,7.2,,10.8,,0,,,,,,2.4,,,,15,,70,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/27/2020,2020,12,27,,7.1,,5.3,,6.2,,11.8,,0,,,,,,1.8,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/28/2020,2020,12,28,,6.8,,3.7,,5.3,,12.7,,0,,,,,,0,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/29/2020,2020,12,29,,5.9,,3.1,,4.5,,13.5,,0,,,,,,5.8,,,,,,,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/30/2020,2020,12,30,,8.5,,5.1,,6.8,,11.2,,0,,,,,,15.4,,,,14,,52,
-123.32,48.41,VICTORIA GONZALES CS,1018611,12/31/2020,2020,12,31,,8.3,,6,,7.1,,10.9,,0,,,,,,7.8,,,,,,,
